Origin City,Origin Airport,Dest. City,Dest Airport,Flight Date,Day of Week,Airline,Price,Duration,Miles
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-20,2,Delta,209,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-20,2,Delta,209,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,Frontier,37,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,Frontier,37,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,Frontier,42,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,Spirit Airlines,47,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,Spirit Airlines,69,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,Spirit Airlines,69,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,JetBlue,79,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,JetBlue,79,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,Delta,89,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,Delta,89,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,Delta,89,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,Delta,89,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,Delta,89,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,Spirit Airlines,101,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,Spirit Airlines,101,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-21,3,Delta,139,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,Spirit Airlines,70,1:59,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,Frontier,58,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,JetBlue,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,Spirit Airlines,68,1:59,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,Delta,89,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,Spirit Airlines,100,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,Spirit Airlines,100,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,Spirit Airlines,100,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,Spirit Airlines,129,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,Delta,139,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,Delta,139,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,Delta,139,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,Delta,139,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,Delta,139,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,Delta,139,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-22,4,Delta,139,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,Spirit Airlines,70,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,Spirit Airlines,68,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,Frontier,70,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,Spirit Airlines,129,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,Delta,139,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,Delta,139,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,JetBlue,144,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,JetBlue,144,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,Delta,139,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,Delta,164,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,Delta,164,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,Spirit Airlines,169,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,Spirit Airlines,169,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,Delta,199,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,Delta,199,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-23,5,Delta,199,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,Frontier,44,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,Frontier,36,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,Spirit Airlines,47,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,Frontier,55,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,JetBlue,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,JetBlue,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,Delta,89,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,Delta,89,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,Delta,89,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,Delta,89,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,Delta,89,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,Delta,89,1:59,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,Spirit Airlines,100,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,Spirit Airlines,100,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,Spirit Airlines,129,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-24,6,Delta,139,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,Spirit Airlines,45,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,Spirit Airlines,43,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,Frontier,54,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,JetBlue,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,Spirit Airlines,68,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,Spirit Airlines,68,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,Delta,139,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,Delta,139,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,JetBlue,144,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,Delta,164,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,Delta,199,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,Delta,199,1:59,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,Spirit Airlines,210,1:59,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,Delta,254,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,Delta,254,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-25,0,Delta,254,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,Delta,199,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,Spirit Airlines,100,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,Frontier,121,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,Frontier,127,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,Spirit Airlines,130,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,Spirit Airlines,130,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,Spirit Airlines,130,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,Delta,199,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,Spirit Airlines,209,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,Delta,254,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,Delta,254,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,Delta,254,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,Delta,254,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,JetBlue,278,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,JetBlue,317,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-26,1,Delta,329,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,Spirit Airlines,70,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,Spirit Airlines,68,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,Frontier,91,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,Spirit Airlines,100,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,Spirit Airlines,100,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,Spirit Airlines,130,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,Delta,139,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,Spirit Airlines,169,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,JetBlue,179,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,JetBlue,199,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,Delta,199,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,Delta,199,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,Delta,199,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,Delta,254,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,Delta,254,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-27,2,Delta,254,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,Spirit Airlines,45,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,Spirit Airlines,43,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,Frontier,65,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,Spirit Airlines,68,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,Spirit Airlines,70,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,Frontier,77,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,Spirit Airlines,99,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,Spirit Airlines,99,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,Delta,139,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,Delta,139,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,Delta,139,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,Delta,139,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,Delta,139,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,JetBlue,179,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,JetBlue,199,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-28,3,Delta,199,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,Spirit Airlines,45,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,Spirit Airlines,43,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,Spirit Airlines,43,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,Spirit Airlines,68,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,Spirit Airlines,68,1:59,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,Frontier,84,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,Delta,89,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,Spirit Airlines,100,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,Delta,139,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,Delta,139,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,JetBlue,144,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,JetBlue,144,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,Delta,139,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,Delta,139,1:59,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,Delta,164,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-29,4,Delta,199,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,Spirit Airlines,20,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,Spirit Airlines,19,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,Spirit Airlines,43,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,Frontier,49,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,Spirit Airlines,67,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,Spirit Airlines,67,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,Spirit Airlines,67,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,Delta,75,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,Delta,75,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,Delta,75,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,Delta,75,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,Delta,89,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,Delta,89,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,Delta,89,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,Delta,89,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-30,5,JetBlue,114,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Spirit Airlines,20,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Spirit Airlines,19,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Frontier,29,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Frontier,29,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Spirit Airlines,42,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Spirit Airlines,42,1:55,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Spirit Airlines,67,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Delta,75,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Delta,75,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Delta,75,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Delta,75,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Delta,75,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Delta,75,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Delta,75,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Delta,75,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2023-12-31,6,Delta,75,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,Spirit Airlines,20,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,Spirit Airlines,19,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,Frontier,49,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,JetBlue,69,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,Spirit Airlines,67,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,Spirit Airlines,67,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,Spirit Airlines,67,1:59,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,Delta,75,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,Delta,75,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,Delta,75,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,Delta,75,1:56,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,Delta,75,1:59,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,Delta,89,1:58,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,JetBlue,129,1:49,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,Delta,139,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-01,0,Delta,139,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-02,1,Spirit Airlines,20,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-02,1,Spirit Airlines,18,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-02,1,Spirit Airlines,18,1:54,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-02,1,Frontier,33,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-02,1,Frontier,40,1:53,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-02,1,Spirit Airlines,42,1:57,582
Atlanta,ATL,Fort Lauderdale,FLL,2024-01-02,1,Spirit Airlines,42,1:58,582
